far more threshold--
2.54
-0.610,0.235,1.521
-1.245,-0.035,1.549
-0.083,0.004,0.797
-0.879,-0.397,1.317
-0.546,-0.104,1.204
-0.301,-0.532,1.323
-0.358,-0.253,1.457
-0.169,-0.364,1.391
-0.326,-0.372,1.136
-0.028,-0.282,1.146
-0.360,-0.395,0.919
0.179,-0.347,0.651
0.287,-0.602,0.401
0.517,-0.756,-0.068
0.882,-0.990,-0.737
1.038,-1.132,-0.909
1.276,-1.296,-1.359
1.123,-1.552,-1.421
2.251,-1.926,-1.921
1.022,-2.528,-0.878
0.231,-1.363,0.192
0.448,4.000,3.135
2.369,-0.659,-4.000
-3.572,0.295,-0.529
1.518,0.067,-0.694
-0.033,0.135,0.055
-0.463,0.417,0.101
0.189,0.554,0.283
-0.286,0.258,0.380
0.189,-0.383,0.052
0.519,-0.842,-0.288
-0.625,-1.615,-0.363
0.787,-1.914,0.064
0.005,-2.184,0.502
-0.192,-0.926,0.737
-1.205,-0.430,1.584
-0.748,-0.178,1.860
-0.762,-0.033,1.100
-0.400,0.176,1.793
-0.572,-0.012,1.082
-0.485,0.221,1.592
-0.509,0.160,1.188
-0.356,0.119,1.063
-0.273,0.006,1.190
-0.420,0.140,1.061
-0.294,0.108,0.953
-0.266,0.097,0.914
-0.325,0.128,0.912
-0.228,0.138,0.911
-0.222,0.118,0.926
-0.286,0.098,0.941
-0.331,0.078,0.886
-0.282,0.046,0.944
-0.361,0.051,0.908
-0.337,0.039,0.946
-0.307,-0.003,0.889
-0.345,-0.011,0.912
-0.325,0.030,0.974
-0.375,0.015,0.933
-0.368,0.033,1.018
-0.375,0.022,0.975
-0.387,0.025,0.964
-0.382,0.024,1.001
-0.380,0.033,0.987
-0.378,0.011,0.941
-0.371,-0.005,0.928
-0.360,0.001,0.914
-0.350,0.023,0.947
-0.352,0.020,0.951
-0.349,0.032,0.974
-0.349,0.029,0.943
-0.339,0.019,0.952
-0.341,0.009,0.941
-0.328,0.026,0.939
-0.346,0.022,0.936
-0.344,0.039,0.958
-0.352,0.034,0.952
-0.350,0.011,0.933
-0.359,0.041,0.967
-0.359,0.032,0.945
-0.344,0.042,0.965
-0.360,0.009,0.932
-0.360,0.011,0.932
-0.363,0.019,0.965
-0.347,0.031,0.998
-0.354,-0.032,0.933
-0.313,-0.006,1.018
-0.302,0.032,0.994
-0.320,0.021,0.970
-0.324,0.019,0.917
-0.294,0.018,0.918
-0.312,0.119,1.030
-0.353,0.141,1.000
-0.345,0.112,0.953
-0.363,-0.054,0.846
-0.299,-0.056,0.958
-0.344,0.079,1.001
-0.342,0.036,0.939
-0.369,-0.077,0.886
-0.531,-0.101,0.892

far more threshold--
3.95
-0.809,0.313,2.360
-1.301,-0.525,1.215
-0.321,-0.341,1.052
-0.197,-0.384,1.124
-0.284,-0.251,1.443
-0.461,-0.298,1.278
-0.382,-0.199,1.401
-0.085,-0.279,1.042
-0.156,-0.251,0.888
-0.004,-0.346,0.585
0.409,-0.652,0.302
0.519,-0.678,-0.093
0.681,-1.094,-0.828
1.081,-1.236,-0.957
1.217,-1.663,-1.335
1.374,-1.720,-1.520
1.550,-1.999,-1.417
1.813,-2.223,-1.670
-0.802,-2.383,-0.226
0.115,4.000,4.000
0.896,4.000,-3.464
-3.622,-0.977,0.364
1.858,0.024,-0.801
0.196,-0.129,-0.415
0.031,0.584,0.356
0.501,0.402,0.242
0.082,0.404,0.048
-0.068,-0.456,0.232
0.945,-0.289,0.144
-0.317,-1.592,0.226
0.548,-2.049,0.294
0.179,-2.803,0.036
0.053,-1.787,1.074
-0.610,-1.032,1.189
-0.526,-0.847,0.606
-1.437,-0.443,1.315
0.971,-0.090,1.277
-0.104,-0.169,1.069
-0.548,-0.306,1.134
-0.627,-0.234,1.056
-0.594,-0.177,1.041
-0.435,-0.207,0.950
-0.260,0.001,1.237
-0.459,0.011,1.160
-0.420,0.076,1.137
-0.355,-0.004,0.901
-0.334,0.029,0.908
-0.227,0.113,0.992
-0.336,0.056,0.874
-0.327,0.071,0.972
-0.378,0.003,0.878
-0.334,0.016,1.013
-0.344,-0.000,0.934
-0.339,0.034,0.989
-0.321,-0.011,0.943
-0.294,-0.016,0.960
-0.319,0.027,1.019
-0.315,0.053,0.992
-0.312,0.014,0.967
-0.300,0.004,0.953
-0.278,-0.037,0.891
-0.368,0.033,0.988
-0.375,0.055,0.955
-0.363,0.013,0.939
-0.320,-0.023,0.924
-0.340,-0.004,0.970
-0.346,-0.002,0.918
-0.321,-0.010,0.978
-0.339,-0.017,0.961
-0.324,-0.034,0.956
-0.340,-0.017,0.992
-0.319,-0.040,0.932
-0.338,-0.025,0.973
-0.352,0.000,0.981
-0.379,-0.002,0.947
-0.353,-0.025,0.982
-0.345,-0.027,0.949
-0.348,-0.026,0.938
-0.362,-0.029,0.947
-0.337,-0.026,0.950
-0.359,-0.019,0.961
-0.359,-0.037,0.964
-0.356,-0.056,0.943
-0.339,-0.056,0.923
-0.355,-0.037,0.958
-0.366,-0.032,0.944
-0.373,-0.023,0.965
-0.364,-0.025,0.965
-0.360,-0.039,0.935
-0.360,-0.049,0.935
-0.372,-0.028,0.957
-0.366,-0.024,0.946
-0.378,-0.015,0.950
-0.366,-0.019,0.952
-0.372,-0.015,0.943
-0.374,-0.030,0.936
-0.380,-0.023,0.944
-0.375,-0.011,0.954
-0.365,-0.031,0.937
-0.373,-0.039,0.942

far more threshold--
2.51
-1.076,0.565,1.019
2.419,1.442,0.711
-0.119,-0.118,1.575
-0.862,-0.516,0.809
-0.909,-0.601,0.961
-0.387,-0.563,0.882
-0.489,-0.524,1.353
-0.424,-0.551,1.092
0.064,-0.507,1.021
-0.284,-0.362,1.187
-0.276,-0.497,1.029
-0.082,-0.483,1.165
-0.016,-0.500,0.937
0.406,-0.643,0.345
0.828,-1.047,-0.074
1.001,-1.077,-0.726
1.138,-1.457,-1.249
1.305,-1.360,-1.440
1.876,-1.599,-1.667
1.658,-2.021,-1.270
1.158,-2.088,-0.434
-2.135,1.533,3.323
-4.000,4.000,-1.425
4.000,-1.902,-1.395
-0.526,1.552,-1.073
0.823,-0.019,-0.459
-0.371,0.401,-0.109
0.266,0.726,0.329
0.178,0.957,0.279
-0.011,0.178,0.374
0.108,-0.516,0.089
-0.070,-1.124,-0.052
-0.264,-2.766,-0.227
0.723,-2.978,-0.323
0.080,-0.749,1.583
1.099,-1.383,0.912
-1.600,0.231,1.289
-0.689,-1.088,0.436
-0.359,-0.323,1.699
-0.558,-0.359,0.674
-0.367,0.314,1.980
-0.691,-0.032,0.937
-0.115,0.053,1.470
-0.664,0.357,1.229
-0.453,0.200,0.916
-0.419,0.160,1.073
-0.349,0.112,0.888
-0.353,0.173,1.040
-0.418,0.107,0.841
-0.313,0.042,0.954
-0.295,0.055,0.964
-0.332,0.080,0.906
-0.299,0.098,1.006
-0.289,0.038,0.895
-0.248,0.027,0.930
-0.326,0.074,1.030
-0.303,0.071,0.947
-0.372,0.041,0.954
-0.362,0.046,0.994
-0.345,0.019,0.924
-0.321,0.020,0.940
-0.339,0.010,0.941
-0.307,0.020,0.944
-0.336,0.026,0.953
-0.325,0.036,0.957
-0.296,0.041,0.948
-0.291,0.041,0.943
-0.294,0.016,0.919
